Week,Next Week Bitcoin Signal,Hash Rate (TH/s) 3-Week Moving Average,Normalized Bitcoin Week Close,Normalized NASDAQ Week Close,Events Sentiment,Number of Major Events,Growth Rate (B/s),Number of Unique Addresses,Average Block Size (MB),Inflation Rate (%),GDP Growth Rate (%),Unemployment Rate (%),Interest Rate (%),Stock Index Value
2017-08-21/2017-08-27,0,-0.3631590736692747,0.7619386030580532,-0.21060980516802172,-0.08039458017304148,6.238817842841723,0.43526231012614836,-1.717054414417017,0.5756694788133286,0.5585234708106405,0.12557519458059954,-0.8664890668175483,1.7215185490704956,1.4678284087345903
2017-08-28/2017-09-03,-1,-0.3631590736692747,0.7332085582453765,0.7466186015742279,3.601677191752257,3.0137855945104484,-0.4786930620170897,0.5823927253578187,0.5756694788133286,0.5585234708106405,0.12557519458059954,-0.8664890668175483,1.7215185490704956,1.4678284087345903
2017-09-04/2017-09-10,-1,1.6652172158493577,-1.1067094930271912,-1.4047732104603208,-0.08039458017304148,-0.2112466538208258,0.5584690346118883,0.5823927253578187,-1.7371079009805703,0.5585234708106405,0.12557519458059954,-0.8664890668175483,1.7215185490704956,1.4678284087345903
2017-09-11/2017-09-17,1,-0.3631590736692747,-1.0008056333748536,0.02708756118902805,-0.08039458017304148,-0.2112466538208258,0.37018255019613594,0.5823927253578187,0.5756694788133286,0.5585234708106405,0.12557519458059954,-0.8664890668175483,1.7215185490704956,1.4678284087345903
2017-09-18/2017-09-24,-1,-0.3631590736692747,-1.5354078334735168,-1.1372884050659777,-0.08039458017304148,-0.2112466538208258,0.6801233928803483,-1.717054414417017,0.5756694788133286,0.5585234708106405,0.12557519458059954,-0.8664890668175483,1.7215185490704956,1.4678284087345903
2017-09-25/2017-10-01,-1,-2.3915353631879066,0.7910460794404961,0.9319253269361838,-0.08039458017304148,-0.2112466538208258,-1.2843476628067143,0.5823927253578187,0.5756694788133286,0.2979608746427626,-1.3398209867781417,-0.21658545293372328,-1.0553374330909793,1.0531505221242845
2017-10-02/2017-10-08,1,-0.3631590736692747,0.525628757816396,0.8591290392088734,-0.08039458017304148,-0.2112466538208258,-0.1975640779022322,0.5823927253578187,-1.7371079009805703,0.2979608746427626,-1.3398209867781417,-0.21658545293372328,-1.0553374330909793,1.0531505221242845
2017-10-09/2017-10-15,-1,-2.3915353631879066,0.9739960408265499,0.8287058880599781,-0.08039458017304148,-0.2112466538208258,1.1225269879162203,0.5823927253578187,0.5756694788133286,0.2979608746427626,-1.3398209867781417,-0.21658545293372328,-1.0553374330909793,1.0531505221242845
2017-10-16/2017-10-22,-1,-0.3631590736692747,0.09402955282523212,0.577149129243228,-0.08039458017304148,-0.2112466538208258,-0.37824927313083456,-1.717054414417017,0.5756694788133286,0.2979608746427626,-1.3398209867781417,-0.21658545293372328,-1.0553374330909793,1.0531505221242845
2017-10-23/2017-10-29,-1,-0.3631590736692747,-0.19536032360110858,1.398625203906165,-0.08039458017304148,-0.2112466538208258,1.6210068622243665,0.5823927253578187,0.5756694788133286,0.2979608746427626,-1.3398209867781417,-0.21658545293372328,-1.0553374330909793,1.0531505221242845
2017-10-30/2017-11-05,-1,1.6652172158493577,1.1811166066570609,1.3166962231058463,-0.08039458017304148,-0.2112466538208258,1.355111574269266,0.5823927253578187,-1.7371079009805703,-1.0964785136402766,-0.1433048386962336,-1.2558181185309716,0.8128002290654066,1.2908426608460293
2017-11-06/2017-11-12,-1,-0.3631590736692747,-1.966965611621649,-1.133190563430268,-0.08039458017304148,-0.2112466538208258,-1.693807462305051,0.5823927253578187,0.5756694788133286,-1.0964785136402766,-0.1433048386962336,-1.2558181185309716,0.8128002290654066,1.2908426608460293
2017-11-13/2017-11-19,1,-0.3631590736692747,0.6676889300928133,0.5121274686870754,-0.08039458017304148,-0.2112466538208258,1.3437142169758491,-1.717054414417017,0.5756694788133286,-1.0964785136402766,-0.1433048386962336,-1.2558181185309716,0.8128002290654066,1.2908426608460293
2017-11-20/2017-11-26,0,-0.3631590736692747,0.8138655497368587,0.5902286827363971,-0.08039458017304148,-0.2112466538208258,1.8876778918112394,0.5823927253578187,0.5756694788133286,-1.0964785136402766,-0.1433048386962336,-1.2558181185309716,0.8128002290654066,1.2908426608460293
2017-11-27/2017-12-03,-1,1.6652172158493577,0.9181900323118803,-0.7869244481293547,-0.08039458017304148,-0.2112466538208258,-0.6890631229643297,0.5823927253578187,-1.7371079009805703,0.2177877681295693,-1.2484017754640184,1.2119762643769483,0.6099961404805796,1.6011194285142847
2017-12-04/2017-12-10,-1,-0.3631590736692747,-0.5434455808228625,1.1508231015388735,-0.08039458017304148,-0.2112466538208258,-1.5999303104768534,0.5823927253578187,0.5756694788133286,0.2177877681295693,-1.2484017754640184,1.2119762643769483,0.6099961404805796,1.6011194285142847
2017-12-11/2017-12-17,-1,-0.3631590736692747,1.5262269966465598,1.413467159912902,-0.08039458017304148,-0.2112466538208258,0.07091312881915315,-1.717054414417017,0.5756694788133286,0.2177877681295693,-1.2484017754640184,1.2119762643769483,0.6099961404805796,1.6011194285142847
2017-12-18/2017-12-24,0,-0.3631590736692747,-1.3421570358868726,-0.8101553588679636,-0.08039458017304148,-0.2112466538208258,1.3495114227741616,0.5823927253578187,0.5756694788133286,0.2177877681295693,-1.2484017754640184,1.2119762643769483,0.6099961404805796,1.6011194285142847
2017-12-25/2017-12-31,-1,1.6652172158493577,-1.3692633790993385,-1.5815577611836331,-0.08039458017304148,-0.2112466538208258,0.3695012209683899,0.5823927253578187,-1.7371079009805703,0.2177877681295693,-1.2484017754640184,1.2119762643769483,0.6099961404805796,1.6011194285142847
2018-01-01/2018-01-07,-1,-0.3631590736692747,1.1237823817523105,0.9313463672306477,-0.08039458017304148,-0.2112466538208258,-0.11195299164788965,0.5823927253578187,0.5756694788133286,0.2177877681295693,-1.2484017754640184,1.2119762643769483,0.6099961404805796,1.6011194285142847
2018-01-08/2018-01-14,-1,-0.3631590736692747,-0.613020115349256,1.2378887809398977,-0.08039458017304148,-0.2112466538208258,0.2324449899855764,-1.717054414417017,0.5756694788133286,0.2177877681295693,-1.2484017754640184,1.2119762643769483,0.6099961404805796,1.6011194285142847
2018-01-15/2018-01-21,1,-0.3631590736692747,0.49393114748358097,0.7379574478613694,-0.08039458017304148,-0.2112466538208258,-0.4220285152145521,0.5823927253578187,0.5756694788133286,0.2177877681295693,-1.2484017754640184,1.2119762643769483,0.6099961404805796,1.6011194285142847
2018-01-22/2018-01-28,-1,1.6652172158493577,1.2791008673727347,1.2421600760112692,-0.08039458017304148,-0.2112466538208258,-0.5086077545069684,0.5823927253578187,-1.7371079009805703,0.2177877681295693,-1.2484017754640184,1.2119762643769483,0.6099961404805796,1.6011194285142847
2018-01-29/2018-02-04,-1,-0.3631590736692747,-0.4707747556172738,-1.8055400035448088,-0.08039458017304148,-0.2112466538208258,0.41107927568378666,0.5823927253578187,0.5756694788133286,-1.4314875658561197,-0.10835043437024527,0.8103848803260948,-1.0514373544643478,-0.08990737115075025
2018-02-05/2018-02-11,1,-0.3631590736692747,0.4215372195943072,-0.8033862885718582,-0.08039458017304148,-0.2112466538208258,1.5906480594863295,-1.717054414417017,0.5756694788133286,-1.4314875658561197,-0.10835043437024527,0.8103848803260948,-1.0514373544643478,-0.08990737115075025
2018-02-12/2018-02-18,-1,-0.3631590736692747,1.3165801933613217,0.6212414213733789,-0.08039458017304148,-0.2112466538208258,-1.8037064149274837,0.5823927253578187,0.5756694788133286,-1.4314875658561197,-0.10835043437024527,0.8103848803260948,-1.0514373544643478,-0.08990737115075025
2018-02-19/2018-02-25,-1,1.6652172158493577,-1.2758085601880476,1.176568969180355,-0.08039458017304148,-0.2112466538208258,-0.5489066239235108,0.5823927253578187,-1.7371079009805703,-1.4314875658561197,-0.10835043437024527,0.8103848803260948,-1.0514373544643478,-0.08990737115075025
2018-02-26/2018-03-04,-1,-0.3631590736692747,0.5879042478076146,-0.5913515120025352,-0.08039458017304148,-0.2112466538208258,0.40914513474358327,0.5823927253578187,0.5756694788133286,-1.4314875658561197,-0.10835043437024527,0.8103848803260948,-1.0514373544643478,-0.08990737115075025
2018-03-05/2018-03-11,1,-0.3631590736692747,-1.3349822048232034,1.3250584697125098,-0.08039458017304148,-0.2112466538208258,0.7905664160431121,-1.717054414417017,0.5756694788133286,-1.4314875658561197,-0.10835043437024527,0.8103848803260948,-1.0514373544643478,-0.08990737115075025
2018-03-12/2018-03-18,-1,-0.3631590736692747,-1.541189830217982,-0.8642768187494557,-0.08039458017304148,-0.2112466538208258,-0.8984145781664564,0.5823927253578187,0.5756694788133286,-1.4314875658561197,-0.10835043437024527,0.8103848803260948,-1.0514373544643478,-0.08990737115075025
2018-03-19/2018-03-25,1,1.6652172158493577,-0.7801931766839681,-1.6933188400919732,-0.08039458017304148,-0.2112466538208258,-0.535597638768514,0.5823927253578187,-1.7371079009805703,-1.4314875658561197,-0.10835043437024527,0.8103848803260948,-1.0514373544643478,-0.08990737115075025
2018-03-26/2018-04-01,-1,-0.3631590736692747,-0.925928825190266,-1.6933188400919732,-0.08039458017304148,-0.2112466538208258,0.5540219039405546,0.5823927253578187,0.5756694788133286,0.4554437624365349,0.7224888684551695,0.6417778106864229,0.547594882454479,0.5973776148164792
2018-04-02/2018-04-08,-1,-0.3631590736692747,-0.37672567044377997,-0.8103478488703916,-0.08039458017304148,-0.2112466538208258,0.19093729197898232,-1.717054414417017,0.5756694788133286,0.4554437624365349,0.7224888684551695,0.6417778106864229,0.547594882454479,0.5973776148164792
2018-04-09/2018-04-15,0,-0.3631590736692747,1.0708992914863555,0.2259238860076961,-0.08039458017304148,-0.2112466538208258,-0.8210268416520979,0.5823927253578187,0.5756694788133286,0.4554437624365349,0.7224888684551695,0.6417778106864229,0.547594882454479,0.5973776148164792
2018-04-16/2018-04-22,1,-0.3631590736692747,1.1406936125726184,-1.2806411569934257,3.601677191752257,3.0137855945104484,-0.24063072210290976,0.5823927253578187,-1.7371079009805703,0.4554437624365349,0.7224888684551695,0.6417778106864229,0.547594882454479,0.5973776148164792
2018-04-23/2018-04-29,-1,-2.3915353631879066,1.8210062949822279,0.4288119116230101,-0.08039458017304148,-0.2112466538208258,1.467160873165066,0.5823927253578187,0.5756694788133286,0.4554437624365349,0.7224888684551695,0.6417778106864229,0.547594882454479,0.5973776148164792
2018-04-30/2018-05-06,-1,-2.3915353631879066,1.3489617035976704,1.3154822804278967,-0.08039458017304148,-0.2112466538208258,-0.9382207786234211,-1.717054414417017,0.5756694788133286,0.4554437624365349,0.7224888684551695,0.6417778106864229,0.547594882454479,0.5973776148164792
2018-05-07/2018-05-13,-1,-0.3631590736692747,-1.4239883865634846,0.6951235020413585,-0.08039458017304148,-0.2112466538208258,-1.3371079242210588,0.5823927253578187,0.5756694788133286,0.4554437624365349,0.7224888684551695,0.6417778106864229,0.547594882454479,0.5973776148164792
2018-05-14/2018-05-20,1,1.6652172158493577,-0.41888384405436757,-1.131463307487442,-0.08039458017304148,-0.2112466538208258,0.022244428237965526,0.5823927253578187,-1.7371079009805703,0.4554437624365349,0.7224888684551695,0.6417778106864229,0.547594882454479,0.5973776148164792
2018-05-21/2018-05-27,-1,-0.3631590736692747,-1.216972091176491,0.6706301370887848,-0.08039458017304148,-0.2112466538208258,1.3090714818066533,0.5823927253578187,0.5756694788133286,0.4554437624365349,0.7224888684551695,0.6417778106864229,0.547594882454479,0.5973776148164792
2018-05-28/2018-06-03,-1,-0.3631590736692747,0.9204362148141553,1.0689157260211857,-0.08039458017304148,-0.2112466538208258,-1.2139308175973003,-1.717054414417017,0.5756694788133286,0.4554437624365349,0.7224888684551695,0.6417778106864229,0.547594882454479,0.5973776148164792
2018-06-04/2018-06-10,-1,-0.3631590736692747,-0.6472092189819698,-0.13884382323703515,-0.08039458017304148,-0.2112466538208258,0.8945198281581798,0.5823927253578187,0.5756694788133286,0.4554437624365349,0.7224888684551695,0.6417778106864229,0.547594882454479,0.5973776148164792
2018-06-11/2018-06-17,1,1.6652172158493577,-0.188727672814507,0.5448266708479954,-0.08039458017304148,-0.2112466538208258,-1.6842648504100894,0.5823927253578187,-1.7371079009805703,0.4554437624365349,0.7224888684551695,0.6417778106864229,0.547594882454479,0.5973776148164792
2018-06-18/2018-06-24,-1,-0.3631590736692747,-1.8868141393137807,-1.3161153625988715,-0.08039458017304148,-0.2112466538208258,1.9487021661117236,0.5823927253578187,0.5756694788133286,0.4554437624365349,0.7224888684551695,0.6417778106864229,0.547594882454479,0.5973776148164792
2018-06-25/2018-07-01,1,-0.3631590736692747,0.9661837895270042,-0.22920177993571625,-0.08039458017304148,-0.2112466538208258,-2.2740295194443476,-1.717054414417017,0.5756694788133286,0.4554437624365349,0.7224888684551695,0.6417778106864229,0.547594882454479,0.5973776148164792
2018-07-02/2018-07-08,-1,-0.3631590736692747,1.3412837096121948,1.0332212852541456,-0.08039458017304148,-0.2112466538208258,1.3031667430258242,0.5823927253578187,0.5756694788133286,0.4554437624365349,0.7224888684551695,0.6417778106864229,0.547594882454479,0.5973776148164792
2018-07-09/2018-07-15,-1,1.6652172158493577,-0.7206479689398734,0.767063230163979,-0.08039458017304148,-0.2112466538208258,1.691957016939772,0.5823927253578187,-1.7371079009805703,0.4554437624365349,0.7224888684551695,0.6417778106864229,0.547594882454479,0.5973776148164792
2018-07-16/2018-07-22,0,-0.3631590736692747,0.20177825184361753,-0.7419441100650426,-0.08039458017304148,-0.2112466538208258,1.8554118792263634,0.5823927253578187,0.5756694788133286,0.4554437624365349,0.7224888684551695,0.6417778106864229,0.547594882454479,0.5973776148164792
2018-07-23/2018-07-29,-1,-0.3631590736692747,0.23443048200655212,-1.6397863492027722,-0.08039458017304148,-0.2112466538208258,-1.4367796910711719,-1.717054414417017,0.5756694788133286,0.4554437624365349,0.7224888684551695,0.6417778106864229,0.547594882454479,0.5973776148164792
2018-07-30/2018-08-05,-1,-0.3631590736692747,-1.5952139829913734,0.8059445103794401,-0.08039458017304148,-0.2112466538208258,-0.030880416542724356,0.5823927253578187,0.5756694788133286,-1.3427244836450842,1.5640833726116574,0.9483361191221895,-0.821332715493102,0.37590218696598987
2018-08-06/2018-08-12,-1,1.6652172158493577,-0.800885127595631,-1.6301070053540896,-0.08039458017304148,-0.2112466538208258,-1.3379869583868875,0.5823927253578187,-1.7371079009805703,-1.3427244836450842,1.5640833726116574,0.9483361191221895,-0.821332715493102,0.37590218696598987
2018-08-13/2018-08-19,1,-0.3631590736692747,0.009436001059455267,-0.25609913710745585,-0.08039458017304148,-0.2112466538208258,2.331899302151216,0.5823927253578187,0.5756694788133286,-1.3427244836450842,1.5640833726116574,0.9483361191221895,-0.821332715493102,0.37590218696598987
2018-08-20/2018-08-26,1,-0.3631590736692747,0.2730898512954658,1.1708674203948235,-0.08039458017304148,-0.2112466538208258,-0.3310637258924017,-1.717054414417017,0.5756694788133286,-1.3427244836450842,1.5640833726116574,0.9483361191221895,-0.821332715493102,0.37590218696598987
2018-08-27/2018-09-02,-1,-0.3631590736692747,1.5267505831379946,0.6017500943487373,-0.08039458017304148,-0.2112466538208258,0.411345704599511,0.5823927253578187,0.5756694788133286,-1.3427244836450842,1.5640833726116574,0.9483361191221895,-0.821332715493102,0.37590218696598987
2018-09-03/2018-09-09,-1,1.6652172158493577,-1.2562225960734885,-1.0604484532431269,-0.08039458017304148,-0.2112466538208258,-0.5242147635144847,0.5823927253578187,-1.7371079009805703,-1.3427244836450842,1.5640833726116574,0.9483361191221895,-0.821332715493102,0.37590218696598987
2018-09-10/2018-09-16,1,-0.3631590736692747,0.25690946108703416,0.6537847349174668,-0.08039458017304148,-0.2112466538208258,-0.8625145999686015,0.5823927253578187,0.5756694788133286,-1.3427244836450842,1.5640833726116574,0.9483361191221895,-0.821332715493102,0.37590218696598987
2018-09-17/2018-09-23,-1,-0.3631590736692747,1.075048491390493,0.2321773228947572,-0.08039458017304148,-0.2112466538208258,0.5361205736314206,-1.717054414417017,0.5756694788133286,-1.3427244836450842,1.5640833726116574,0.9483361191221895,-0.821332715493102,0.37590218696598987
2018-09-24/2018-09-30,-1,-0.3631590736692747,0.07421754726966862,0.8589597968053492,-0.08039458017304148,-0.2112466538208258,1.6277719832209632,0.5823927253578187,0.5756694788133286,-1.3427244836450842,1.5640833726116574,0.9483361191221895,-0.821332715493102,0.37590218696598987
2018-10-01/2018-10-07,-1,1.6652172158493577,0.05626205561206336,-1.6052478188354775,-0.08039458017304148,-0.2112466538208258,-1.2126266054641472,0.5823927253578187,-1.7371079009805703,-1.3427244836450842,1.5640833726116574,0.9483361191221895,-0.821332715493102,0.37590218696598987
2018-10-08/2018-10-14,1,-0.3631590736692747,-0.4278113371338246,-0.46642894810968905,-0.08039458017304148,-0.2112466538208258,-1.7865575059814889,0.5823927253578187,0.5756694788133286,-1.3427244836450842,1.5640833726116574,0.9483361191221895,-0.821332715493102,0.37590218696598987
2018-10-15/2018-10-21,1,-0.3631590736692747,-0.7925533169137123,-0.957180676289517,-0.08039458017304148,-0.2112466538208258,1.9505853621197162,-1.717054414417017,0.5756694788133286,-1.3427244836450842,1.5640833726116574,0.9483361191221895,-0.821332715493102,0.37590218696598987
2018-10-22/2018-10-28,-1,-0.3631590736692747,-1.2520923427044113,-1.0118176607965332,-0.08039458017304148,-0.2112466538208258,-1.475769829437979,0.5823927253578187,0.5756694788133286,-1.3427244836450842,1.5640833726116574,0.9483361191221895,-0.821332715493102,0.37590218696598987
2018-10-29/2018-11-04,1,1.6652172158493577,-0.9944483288416387,0.3600896509115823,-0.08039458017304148,-0.2112466538208258,-0.7447629093126981,0.5823927253578187,-1.7371079009805703,-1.3427244836450842,1.5640833726116574,0.9483361191221895,-0.821332715493102,0.37590218696598987
2018-11-05/2018-11-11,-1,-0.3631590736692747,-1.243025325368803,-0.5512681049673333,-0.08039458017304148,-0.2112466538208258,1.2476387067539103,0.5823927253578187,0.5756694788133286,-1.3427244836450842,1.5640833726116574,0.9483361191221895,-0.821332715493102,0.37590218696598987
2018-11-12/2018-11-18,1,-0.3631590736692747,-0.5164480856536452,0.5349515119273351,-0.08039458017304148,-0.2112466538208258,0.25660314861404426,-1.717054414417017,0.5756694788133286,-1.3427244836450842,1.5640833726116574,0.9483361191221895,-0.821332715493102,0.37590218696598987
2018-11-19/2018-11-25,-1,-0.3631590736692747,-2.081686086222567,-0.6518634333241136,-0.08039458017304148,-0.2112466538208258,0.06477938425887342,0.5823927253578187,0.5756694788133286,-1.3427244836450842,1.5640833726116574,0.9483361191221895,-0.821332715493102,0.37590218696598987
2018-11-26/2018-12-02,-1,1.6652172158493577,0.6334670927449334,0.711005525131711,-0.08039458017304148,-0.2112466538208258,0.3174378248794602,0.5823927253578187,-1.7371079009805703,0.11184473452284992,-0.8773473295419884,1.1230743549305764,-0.3338228871641914,-0.542327054908476
2018-12-03/2018-12-09,-1,-0.3631590736692747,-1.1796528240727573,-1.2985566454773374,-0.08039458017304148,-0.2112466538208258,0.4106791806855852,0.5823927253578187,0.5756694788133286,0.11184473452284992,-0.8773473295419884,1.1230743549305764,-0.3338228871641914,-0.542327054908476
2018-12-10/2018-12-16,-1,-0.3631590736692747,-1.0774580806117928,-1.7525456608614467,-0.08039458017304148,-0.2112466538208258,-1.390137080747715,-1.717054414417017,0.5756694788133286,0.11184473452284992,-0.8773473295419884,1.1230743549305764,-0.3338228871641914,-0.542327054908476
2018-12-17/2018-12-23,-1,-0.3631590736692747,0.6945603771468716,-1.6381349562057645,-0.08039458017304148,-0.2112466538208258,1.6372977639469437,0.5823927253578187,0.5756694788133286,0.11184473452284992,-0.8773473295419884,1.1230743549305764,-0.3338228871641914,-0.542327054908476
2018-12-24/2018-12-30,-1,1.6652172158493577,0.05178151860994726,0.30706323128857294,-0.08039458017304148,-0.2112466538208258,-1.0867560350619738,0.5823927253578187,-1.7371079009805703,0.11184473452284992,-0.8773473295419884,1.1230743549305764,-0.3338228871641914,-0.542327054908476
2018-12-31/2019-01-06,1,-0.3631590736692747,-0.6072536874028054,0.6936018828163849,-0.08039458017304148,-0.2112466538208258,0.7310745965579698,0.5823927253578187,0.5756694788133286,0.11184473452284992,-0.8773473295419884,1.1230743549305764,-0.3338228871641914,-0.542327054908476
2019-01-07/2019-01-13,-1,-0.3631590736692747,-0.8989564657899789,0.4042079172711735,-0.08039458017304148,-0.2112466538208258,-0.339022408934759,-1.717054414417017,0.5756694788133286,0.11184473452284992,-0.8773473295419884,1.1230743549305764,-0.3338228871641914,-0.542327054908476
2019-01-14/2019-01-20,-1,-0.3631590736692747,1.9655305482802037,0.9686125655164167,-0.08039458017304148,-0.2112466538208258,-1.52725849517023,0.5823927253578187,0.5756694788133286,0.11184473452284992,-0.8773473295419884,1.1230743549305764,-0.3338228871641914,-0.542327054908476
2019-01-21/2019-01-27,1,1.6652172158493577,0.5751307212209594,1.1038490891789812,-0.08039458017304148,-0.2112466538208258,0.7377234718835379,0.5823927253578187,-1.7371079009805703,0.11184473452284992,-0.8773473295419884,1.1230743549305764,-0.3338228871641914,-0.542327054908476
